NASCIMENTO,SEXO,CIDADE,EQUIPE,MODALIDADE
16/09/1991,MASCULINO,Votorantim,,Informe sua distância: Corrida 10Km
21/01/1995,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 10Km
02/03/2009,FEMININO,PIEDADE,I9,Informe sua distância: Corrida 5Km
22/01/1982,MASCULINO,SAO PAULO,,Informe sua distância: Corrida 5Km
17/04/1989,FEMININO,IPERO,,Informe sua distância: Corrida 5Km
14/12/1984,MASCULINO,SAO MIGUEL ARCANJO,,Informe sua distância: Corrida 10Km
23/03/1961,FEMININO,ALUMINIO,Dias,Informe sua distância: Caminhada 3Km
06/08/1992,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
30/08/1991,FEMININO,SOROCABA,MOOD RUN,Informe sua distância: Corrida 5Km
08/05/1960,FEMININO,Sorocaba,ROBSON REIS,Informe sua distância: Corrida 5Km
28/04/1966,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
23/05/1997,FEMININO,SOROCABA,Sem equipe,Informe sua distância: Corrida 10Km
12/08/1998,MASCULINO,SOROCABA,Sem equipe,Informe sua distância: Corrida 10Km
08/08/1994,FEMININO,SAO ROQUE,Runfitone Assessoria Esportiva,Informe sua distância: Corrida 10Km
11/11/1961,FEMININO,SOROCABA,Titanio,Informe sua distância: Corrida 5Km
15/03/1957,MASCULINO,SOROCABA,Titanio,Informe sua distância: Corrida 5Km
26/07/1977,FEMININO,SOROCABA,FT Assessoria Esportiva ,Informe sua distância: Corrida 5Km
30/11/1980,FEMININO,ALUMINIO,Equipe runners alumínio ,Informe sua distância: Corrida 10Km
10/10/2004,FEMININO,ANGATUBA,Corre Peste ,Informe sua distância: Corrida 5Km
17/11/1988,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
26/05/1976,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
03/09/1976,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
27/09/1984,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
19/04/2004,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
04/01/1983,FEMININO,SOROCABA,Amanda líbaneo assessoria esportiva,Informe sua distância: Corrida 10Km
11/05/1980,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
01/05/1995,FEMININO,ANGATUBA,,Informe sua distância: Corrida 5Km
13/08/1985,FEMININO,SOROCABA,AFB,Informe sua distância: Corrida 5Km
09/01/1970,FEMININO,SOROCABA,FT ASSESSORIA ESPORTIVA ,Informe sua distância: Corrida 5Km
16/04/1989,MASCULINO,SOROCABA,Live acessória ,Informe sua distância: Corrida 5Km
11/06/1998,FEMININO,SOROCABA,Live acessória ,Informe sua distância: Corrida 5Km
17/12/1990,FEMININO,Mairinque,,Informe sua distância: Corrida 5Km
25/09/1990,FEMININO,TATUI,,Informe sua distância: Corrida 5Km
05/02/1979,FEMININO,SOROCABA,Acesso,Informe sua distância: Corrida 5Km
30/08/2001,MASCULINO,ANGATUBA,Corre Peste ,Informe sua distância: Corrida 5Km
11/12/1977,MASCULINO,TAVARES,,Informe sua distância: Corrida 5Km
25/11/1998,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
22/05/1986,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
27/05/2001,FEMININO,VOTORANTIM,Evelin ,Informe sua distância: Corrida 5Km
14/01/1957,MASCULINO,Taboão da Serra,Capoteiros de Osasco,Informe sua distância: Corrida 5Km
16/06/1985,FEMININO,SOROCABA,Moodrun ,Informe sua distância: Corrida 5Km
08/07/2000,FEMININO,TATUI,,Informe sua distância: Corrida 5Km
31/03/1992,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
23/01/1982,FEMININO,SOROCABA,Runup,Informe sua distância: Corrida 10Km
21/06/1959,MASCULINO,SOROCABA,Supermercado Dias ,Informe sua distância: Corrida 5Km
05/10/1987,MASCULINO,SOROCABA,Família Fiallo,Informe sua distância: Corrida 5Km
15/08/2005,MASCULINO,SOROCABA,Família Fiallo,Informe sua distância: Corrida 5Km
10/10/1975,FEMININO,SOROCABA,Maria Aparecida Cecília dos Santos ,Informe sua distância: Corrida 5Km
18/09/1984,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
14/10/1998,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/04/1985,FEMININO,VOTORANTIM,FT ASSESSORIA ,Informe sua distância: Corrida 10Km
07/12/1989,FEMININO,MAIRINQUE,Bora correr Mk,Informe sua distância: Corrida 5Km
18/07/1992,MASCULINO,MAIRINQUE,Bora Correr Mk,Informe sua distância: Corrida 5Km
28/09/1984,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
02/04/1987,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
28/10/2001,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
20/06/1988,FEMININO,IBIUNA,MX RUN,Informe sua distância: Corrida 5Km
28/07/2011,FEMININO,Ibiúna,MX RUN,Informe sua distância: Corrida 5Km
20/01/1997,FEMININO,CONCHAS,Conchas Runners Team,Informe sua distância: Corrida 5Km
04/03/1977,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
21/11/1976,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
07/02/1965,MASCULINO,Itapetininga,Elite Runners Itapetininga ,Informe sua distância: Corrida 5Km
19/06/1968,FEMININO,Itapetininga,Elite Runners Itapetininga ,Informe sua distância: Corrida 5Km
09/08/1971,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
07/02/2004,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
06/03/1970,FEMININO,SAO PAULO,Capoteiros,Informe sua distância: Corrida 10Km
01/10/1959,FEMININO,OSASCO,Capoteiros,Informe sua distância: Corrida 5Km
02/10/1985,FEMININO,OSASCO,Capoteiros,Informe sua distância: Corrida 10Km
23/06/1990,FEMININO,Votorantim,,Informe sua distância: Corrida 5Km
14/04/1989,MASCULINO,Votorantim,,Informe sua distância: Corrida 5Km
08/03/1946,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
19/01/1987,MASCULINO,VOTORANTIM,Privilege móveis e decorações ,Informe sua distância: Corrida 5Km
03/02/1989,FEMININO,VOTORANTIM,Privilege móveis e decorações ,Informe sua distância: Corrida 5Km
26/12/1998,FEMININO,ANGATUBA,Angarruners ,Informe sua distância: Corrida 5Km
13/04/1996,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
03/05/2003,FEMININO,SOROCABA,Monike Hellen ,Informe sua distância: Corrida 5Km
08/09/1996,MASCULINO,SOROCABA,Mateus Bueno ,Informe sua distância: Corrida 5Km
12/05/1993,FEMININO,INDAIATUBA,Os Kansados ,Informe sua distância: Corrida 10Km
22/03/1999,FEMININO,ITAPETININGA,Power Run ,Informe sua distância: Corrida 5Km
29/03/1997,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
21/02/1970,MASCULINO,BOITUVA,Sem equipe,Informe sua distância: Corrida 5Km
25/07/1970,FEMININO,Sorocaba,ACM/FEFISO,Informe sua distância: Corrida 5Km
13/08/1977,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
20/07/1989,MASCULINO,VOTORANTIM,Udg,Informe sua distância: Corrida 10Km
19/06/1993,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
07/05/2010,MASCULINO,SOROCABA,Os kansados ,Informe sua distância: Corrida 5Km
01/05/1988,MASCULINO,SAO PAULO,Queime o barco,Informe sua distância: Corrida 10Km
13/03/1977,FEMININO,ITU,Best rung,Informe sua distância: Corrida 5Km
18/05/1982,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
12/02/1986,MASCULINO,ITU,Os kansados,Informe sua distância: Corrida 5Km
07/03/1986,FEMININO,SOROCABA,Os kansados,Informe sua distância: Corrida 5Km
31/10/1994,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
06/01/1996,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
20/08/1993,MASCULINO,GUAPIARA,,Informe sua distância: Corrida 5Km
02/12/1976,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
25/04/1992,FEMININO,PIEDADE,GPS Running Club ,Informe sua distância: Corrida 10Km
11/04/1982,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
16/07/1982,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
09/04/1984,MASCULINO,VOTORANTIM,Brave,Informe sua distância: Corrida 5Km
18/06/2000,FEMININO,VOTORANTIM,Brave,Informe sua distância: Corrida 5Km
28/11/1990,FEMININO,VOTORANTIM,Brave ,Informe sua distância: Corrida 5Km
05/08/1978,MASCULINO,Piedade,,Informe sua distância: Corrida 10Km
22/10/1991,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
17/07/1989,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
25/04/1994,MASCULINO,SOROCABA,Avulsos,Informe sua distância: Corrida 5Km
09/03/2004,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
15/05/1990,MASCULINO,Sorocaba,GPSrunningclub,Informe sua distância: Corrida 5Km
13/07/1968,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
22/10/1992,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
13/05/1974,MASCULINO,SOROCABA,Fast Corredores ,Informe sua distância: Corrida 10Km
11/08/1977,FEMININO,SOROCABA,Fast Corredores ,Informe sua distância: Corrida 10Km
25/07/1998,MASCULINO,SOROCABA,Bechara,Informe sua distância: Corrida 5Km
21/03/1983,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
03/11/1965,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
15/08/1968,FEMININO,Sorocaba,Sem equipe,Informe sua distância: Caminhada 3Km
17/11/1991,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
02/02/1993,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
28/07/1977,MASCULINO,IBIUNA,Team GB,Informe sua distância: Caminhada 3Km
30/07/1980,FEMININO,IBIUNA,Team GB,Informe sua distância: Corrida 5Km
13/01/1993,FEMININO,SOROCABA,Vapo dos lentos,Informe sua distância: Corrida 5Km
01/05/1985,MASCULINO,SOROCABA,Vapo dos lentos,Informe sua distância: Corrida 5Km
06/12/1994,FEMININO,SOROCABA,Vapo dos lentos,Informe sua distância: Corrida 5Km
10/10/1995,MASCULINO,IBIUNA,,Informe sua distância: Corrida 5Km
05/10/1981,MASCULINO,Sorocaba,,Informe sua distância: Corrida 10Km
11/12/1991,MASCULINO,TATUI,Evolution running,Informe sua distância: Corrida 5Km
13/06/1999,MASCULINO,COTIA,Os Primos ,Informe sua distância: Corrida 5Km
15/05/2003,FEMININO,COTIA,Os primos ,Informe sua distância: Corrida 10Km
02/03/1974,FEMININO,OSASCO,Capoteiros de Osasco,Informe sua distância: Corrida 10Km
13/04/1990,FEMININO,MAIRINQUE,Bora correr Mairinque ,Informe sua distância: Corrida 5Km
02/02/1996,MASCULINO,CESARIO LANGE,,Informe sua distância: Corrida 5Km
03/01/1977,FEMININO,CESARIO LANGE,,Informe sua distância: Corrida 5Km
30/10/1983,FEMININO,SOROCABA,Equipe Atitude,Informe sua distância: Corrida 5Km
16/08/1996,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
14/05/1997,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/10/1948,MASCULINO,SAO PAULO,Capoteiros de Osasco,Informe sua distância: Corrida 10Km
23/06/1980,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 10Km
18/04/1967,MASCULINO,Itu,Best Run,Informe sua distância: Corrida 5Km
28/10/1974,FEMININO,SAO PAULO,,Informe sua distância: Corrida 10Km
02/08/1967,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
16/06/1982,FEMININO,SAO ROQUE,,Informe sua distância: Corrida 5Km
16/06/1997,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 10Km
11/02/1996,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 10Km
21/07/2006,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
12/01/2005,MASCULINO,SOROCABA,Caws co,Informe sua distância: Corrida 5Km
20/06/1974,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
10/05/1978,FEMININO,PIEDADE,Piedade,Informe sua distância: Corrida 5Km
13/11/1966,MASCULINO,SOROCABA,ADC ZF CLUBE,Informe sua distância: Corrida 5Km
31/12/1993,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
16/06/1990,MASCULINO,CAPAO BONITO,FITRUN,Informe sua distância: Corrida 5Km
15/05/1987,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
29/09/1987,FEMININO,PIEDADE,,Informe sua distância: Corrida 5Km
27/12/1996,FEMININO,PIEDADE,GPS Running Club,Informe sua distância: Corrida 10Km
16/06/1987,MASCULINO,ALUMINIO,Runners Alumínio,Informe sua distância: Corrida 5Km
13/12/1990,MASCULINO,SAO PAULO,,Informe sua distância: Corrida 5Km
14/08/1991,FEMININO,SAO PAULO,,Informe sua distância: Corrida 5Km
09/04/1978,FEMININO,SOROCABA,Explore Assessoria Esportiva,Informe sua distância: Corrida 5Km
11/08/1986,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
07/09/1960,FEMININO,PIEDADE,Divas que correm,Informe sua distância: Corrida 5Km
08/12/1990,MASCULINO,Votorantim,Everton,Informe sua distância: Corrida 10Km
20/05/2004,MASCULINO,SALTO DE PIRAPORA,,Informe sua distância: Corrida 5Km
07/10/2003,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
22/10/2004,MASCULINO,SALTO DE PIRAPORA,Equique Pé de Pano,Informe sua distância: Corrida 5Km
03/07/1985,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/03/1991,FEMININO,SAO MIGUEL ARCANJO,São Miguel Arcanjo ,Informe sua distância: Corrida 5Km
30/07/1984,FEMININO,OSASCO,Capoteiros,Informe sua distância: Corrida 5Km
19/01/1979,FEMININO,OSASCO,Capoteiros,Informe sua distância: Corrida 5Km
01/10/1989,MASCULINO,PIEDADE,,Informe sua distância: Corrida 5Km
28/09/2005,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
27/08/1998,MASCULINO,SALTO,Lisboa ,Informe sua distância: Corrida 5Km
24/05/1994,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
21/03/1997,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/04/1993,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
09/07/1973,FEMININO,SOROCABA,Belas da corrida ,Informe sua distância: Corrida 5Km
28/04/1991,FEMININO,SOROCABA,IF RUNNING,Informe sua distância: Corrida 10Km
05/06/1960,FEMININO,SOROCABA,IF RUNNING,Informe sua distância: Corrida 5Km
05/09/1970,MASCULINO,SOROCABA,Equipe Valdir Camargo ,Informe sua distância: Corrida 10Km
17/11/1974,FEMININO,SOROCABA,Equipe Valdir Camargo ,Informe sua distância: Corrida 5Km
29/01/1957,MASCULINO,PORTO FELIZ,eu sozinho,Informe sua distância: Corrida 5Km
16/05/1996,MASCULINO,SOROCABA,Peixe pro ,Informe sua distância: Corrida 10Km
29/05/1995,MASCULINO,ARACARIGUAMA,Alta performance ,Informe sua distância: Corrida 10Km
24/07/1964,MASCULINO,SOROCABA,David Paes,Informe sua distância: Corrida 5Km
20/11/1981,FEMININO,TATUI,Tatuí ,Informe sua distância: Corrida 10Km
27/09/1991,FEMININO,SOROCABA,Alcatéia,Informe sua distância: Corrida 10Km
31/05/1973,MASCULINO,SOROCABA,Eu e Jesus,Informe sua distância: Corrida 10Km
03/07/2018,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
26/09/1993,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
30/10/1958,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
26/05/1977,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
27/12/1973,MASCULINO,ITU,GFT Runners,Informe sua distância: Corrida 10Km
15/07/1962,MASCULINO,PIRACICABA,DESAFIANDO GIGANTES,Informe sua distância: Corrida 5Km
11/09/1979,FEMININO,PIRACICABA,DESAFIANDO GIGANTES,Informe sua distância: Corrida 5Km
29/11/1982,FEMININO,Sorocaba,Divas que Correm,Informe sua distância: Corrida 10Km
30/08/1996,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
06/05/1962,MASCULINO,VARZEA PAULISTA,Cantinho da roca,Informe sua distância: Corrida 10Km
06/08/1979,MASCULINO,COTIA,Avulso,Informe sua distância: Corrida 10Km
16/06/1979,FEMININO,COTIA,Avulso,Informe sua distância: Corrida 5Km
24/05/1975,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
08/08/1989,MASCULINO,SOROCABA,Sharks Runners ,Informe sua distância: Corrida 5Km
20/03/2000,FEMININO,IBIUNA,,Informe sua distância: Corrida 5Km
22/08/1975,MASCULINO,MAIRINQUE,Bora correr,Informe sua distância: Corrida 5Km
28/11/1985,FEMININO,MAIRINQUE,Bora correr,Informe sua distância: Corrida 5Km
14/02/1985,FEMININO,MAIRINQUE,Bora Correr,Informe sua distância: Corrida 5Km
30/10/1987,FEMININO,ITU,,Informe sua distância: Corrida 5Km
11/01/1992,MASCULINO,ITU,,Informe sua distância: Corrida 5Km
17/12/1961,MASCULINO,ITU,,Informe sua distância: Corrida 5Km
13/09/1971,FEMININO,SALTO DE PIRAPORA,@vidascorridas,Informe sua distância: Corrida 5Km
15/05/2002,FEMININO,SALTO DE PIRAPORA,@vidascorridas,Informe sua distância: Corrida 5Km
16/08/1966,FEMININO,SALTO DE PIRAPORA,@vidascorridas,Informe sua distância: Corrida 5Km
15/08/1963,MASCULINO,CAMPINAS,LRB Runner,Informe sua distância: Corrida 10Km
17/05/1988,FEMININO,BOITUVA,SPS RUN,Informe sua distância: Corrida 5Km
24/10/1994,FEMININO,CAPAO BONITO,,Informe sua distância: Corrida 5Km
11/03/2001,FEMININO,IBIUNA,,Informe sua distância: Corrida 5Km
25/11/1941,MASCULINO,VARGEM GRANDE PAULISTA,Os Primos,Informe sua distância: Corrida 5Km
26/09/1955,FEMININO,VARGEM GRANDE PAULISTA,Os Primos,Informe sua distância: Corrida 5Km
30/10/1992,FEMININO,SOROCABA,RAFAELA AUGUSTO,Informe sua distância: Corrida 5Km
13/07/2004,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
04/05/1996,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
29/05/1961,FEMININO,Itu,,Informe sua distância: Caminhada 3Km
28/05/1964,MASCULINO,Itu,,Informe sua distância: Caminhada 3Km
25/07/2015,MASCULINO,Itu,,Informe sua distância: Caminhada 3Km
23/07/1981,MASCULINO,ITAPETININGA,,Informe sua distância: Corrida 10Km
04/09/1978,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
04/03/1993,FEMININO,TATUI,,Informe sua distância: Corrida 5Km
02/06/1969,FEMININO,São Paulo,,Informe sua distância: Corrida 5Km
10/08/1999,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
16/10/2000,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
05/11/1985,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
26/07/1991,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
02/06/1988,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
18/12/1977,MASCULINO,BOITUVA,CORRER E AGRADECER,Informe sua distância: Corrida 5Km
22/02/1979,FEMININO,BOITUVA,CORRER E AGRADECER,Informe sua distância: Corrida 5Km
06/03/1985,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
09/04/1989,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
28/09/1974,MASCULINO,SALTO DE PIRAPORA,@vidascorridas,Informe sua distância: Corrida 10Km
31/10/1987,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
27/08/1983,FEMININO,Sorocaba,Vamos viver bem ,Informe sua distância: Corrida 5Km
31/03/1983,FEMININO,VOTORANTIM,Peixe pro ,Informe sua distância: Corrida 10Km
17/05/1984,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/08/1983,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
04/08/2002,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
19/04/2005,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
11/01/1990,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
02/12/1985,MASCULINO,SOROCABA,Fast,Informe sua distância: Corrida 10Km
22/03/1998,MASCULINO,COTIA,,Informe sua distância: Corrida 5Km
26/05/1993,FEMININO,COTIA,,Informe sua distância: Corrida 5Km
24/04/1972,MASCULINO,COTIA,,Informe sua distância: Corrida 5Km
18/03/1997,FEMININO,COTIA,,Informe sua distância: Corrida 5Km
30/06/2000,FEMININO,COTIA,,Informe sua distância: Corrida 5Km
29/01/2002,MASCULINO,COTIA,,Informe sua distância: Corrida 5Km
20/04/1990,MASCULINO,COTIA,,Informe sua distância: Corrida 5Km
13/04/1969,FEMININO,COTIA,,Informe sua distância: Corrida 5Km
10/06/1997,MASCULINO,PORTO FELIZ,,Informe sua distância: Corrida 5Km
11/10/1997,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 10Km
25/04/1999,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
14/08/1987,MASCULINO,SOROCABA,,Informe sua distância: Caminhada 3Km
24/07/1996,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
04/06/1981,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
27/05/2001,MASCULINO,SALTO DE PIRAPORA,Helinho,Informe sua distância: Corrida 5Km
19/01/1986,FEMININO,SOROCABA,Jana,Informe sua distância: Corrida 5Km
24/03/1961,MASCULINO,SOROCABA,Edmilson,Informe sua distância: Corrida 5Km
19/02/2000,FEMININO,PIEDADE,Winks,Informe sua distância: Corrida 5Km
11/09/1995,MASCULINO,SANTOS,Winks,Informe sua distância: Corrida 5Km
25/04/1982,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
26/12/1990,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
06/02/1999,MASCULINO,SOROCABA,Bravo,Informe sua distância: Corrida 5Km
01/11/2001,FEMININO,SALTO,Graziele Carato,Informe sua distância: Corrida 5Km
05/10/2001,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
08/06/1999,MASCULINO,SALTO,Jonathan Santos,Informe sua distância: Corrida 5Km
22/05/1993,MASCULINO,Sorocaba,,Informe sua distância: Corrida 5Km
30/05/1967,FEMININO,SOROCABA,Soraya Telles Teixeira ,Informe sua distância: Corrida 5Km
16/12/1980,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
03/06/1985,MASCULINO,VOTORANTIM,TIa Sandra e Neto,Informe sua distância: Corrida 5Km
30/01/1988,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
07/05/1981,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
22/06/2010,MASCULINO,MAIRINQUE,,Informe sua distância: Corrida 5Km
06/08/1975,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
18/11/1991,FEMININO,SOROCABA,time da luiza,Informe sua distância: Corrida 5Km
29/09/1993,MASCULINO,SAO PAULO,,Informe sua distância: Corrida 5Km
09/05/1996,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
08/03/1964,MASCULINO,ALUMINIO,,Informe sua distância: Corrida 10Km
03/07/1987,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
04/05/1973,MASCULINO,SOROCABA,Lets run,Informe sua distância: Corrida 5Km
08/10/1990,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 10Km
16/03/1974,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
15/03/1976,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
12/04/2000,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
17/01/2001,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
